Nombre;Nombre Largo;CAEDED;Descripcion
AIN ACTIVE BOLIVIA SRL;AIN ACTIVE BOLIVIA SRL;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
RADIO MOVIL COREA S.R.L.;RADIO MOVIL COREA S.R.L.;60212;SERV. TRANSPORTE AUTOMOTOR SUBURBANO PAS
EXACTUS S.R.L.;EXACTUS S.R.L.;74212;SERV DE INGENIERÍA
EMPRESA CONSTRUCTORA TITANIUM S.R.L.;EMPRESA CONSTRUCTORA TITANIUM S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
AGROPECUARIA LYL ESPERANZA S.R.L.;AGROPECUARIA LYL ESPERANZA S.R.L.;51101;VTA X MAYOR INTERMDRS PROD.AGRÍCOLAS Y P
SWIFTCOM SRL;SWIFTCOM SRL;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
EMPRESA CONSTRUCTORA PILOTO S.R.L.;EMPRESA CONSTRUCTORA PILOTO S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP.CONST.EL CEIBO DE LASCANO FRANZ;EMP.CONSTRUCTORA.EL CEIBO DE LASCANO ROMERO FRANZ;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
UR;UR;74110;SERV JURÍDICOS
EMPRESA CONSTRUCTORA R&P;EMPRESA CONSTRUCTORA R&P DE ROMERO PADILLA CARLOS;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
JFX CONSTRUCTORA;JFX CONSTRUCTORA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ASESORAMIENTO MEDICO APTO S.R.L.;ASESORAMIENTO MEDICO APTO S.R.L.;85110;SERV HOSPITALARIOS
ENCENS S.R.L.;ENCENS S.R.L.;72200;SERV CONSULTORES INFORMÁTICA Y SUMINISTR
ALFA7 CORP SRL;ALFA7 CORP SRL;70203;SERV ASESORAMIENTO EN MATERIA INMOBILIAR
ASOC.DE MUJERES EMPRENDEDORAS DE YAITI;ASOC.DE MUJERES EMPRENDEDORAS DE YAITI;1212;CRIA DE GANADO OVINO CAPRINO Y EQUINOS
HWW S.R.L.;HWW S.R.L.;1112;CULTIVO DE OLEAGINOSAS
AGROPECUARIA Y SERV.INTEG.DON CHEPY SRL;AGROPECUARIA Y SERV.INTEG.DON CHEPY SRL;1222;CRIA DE GANADO PORCINO
FIELDER CONSTRUCCIONES DE GONZALO QUISBE;FIELDER CONSTRUCCIONES DE GONZALO QUISBE;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
DISBOSUR;DISBOSUR;52341;VTA X MENOR MATERIALES DE CONSTRUCCIÓN
BOLIVIAN WINGS SRL;BOLIVIAN WINGS SRL;63041;SERV DE AGENCIAS DE VIAJES
EMPRESA CONSTRUCTORA YOLITA S.R.L.;EMPRESA CONSTRUCTORA YOLITA S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
SERVICIOS Y CONSTRUCCIONES YACUIBA S.R.L;SERVICIOS Y CONSTRUCCIONES YACUIBA S.R.L;74212;SERV DE INGENIERÍA
IMPORTADORA Y EXPORTADORA LIGURIA S.R.L.;IMPORTADORA Y EXPORTADORA LIGURIA S.R.L.;20220;FABRICN. PARTES Y PIEZAS CARPINTERÍA PAR
WPM LPZ BOL S.R.L.;WPM LPZ BOL S.R.L.;14212;EXTRACCIÓN MINERALES P/FABRICN.PROD.QUÍM
ALQUILER DE EQUIPOS DE CONSTRUCCION AEC;ALQUILER DE EQUIPOS DE CONSTRUCCION AEC;71220;ALQ. MAQUINARIA Y EQ CONSTRUCCIÓN E INGE
EMPRESA CONSULTORA NIRVANA SRL.;EMPRESA CONSULTORA NIRVANA SRL.;74212;SERV DE INGENIERÍA
TURISMO BOLIVIA PERU SRL;TURISMO BOLIVIA PERU SRL;63041;SERV DE AGENCIAS DE VIAJES
MOLECULAR BIOLOGY SYSTEMS DE SANCHEZ ZAM;MOLECULAR BIOLOGY SYSTEMS DE SANCHEZ ZAMBRANA JUANA LUISA;51491;VTA X MAYOR PROD. QUÍMICOS
SALINAS MENEGAT ING. Y CONSTRUCCION SRL;SALINAS MENEGAT ING. Y CONSTRUCCION SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP.15 DE ABRIL I Y C. PROP SAMUEL AJATA;EMP.15 DE ABRIL I Y C. PROP SAMUEL AJATA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
INSTITUTO PRIVADO DE OFTALMOLOGIA;INSTITUTO PRIVADO DE OFTALMOLOGIA;85122;SERV DE CONSULTAS MÉDICAS
DR.MEDINAT;DR.MEDINAT;51106;VTA X MAYOR INTERMDRS PROD.FARMACÉUTICOS
MAQUINADOS PETROLEROS WORKOVER SRL;MAQUINADOS PETROLEROS WORKOVER SRL;28910;"FORJA,PRENSADO,LAMINADO DE METALES; PULV"
FUNDACION ULLS DEL MON OJOS DEL MUNDO;FUNDACION ULLS DEL MON OJOS DEL MUNDO;85321;SERV SOCIALES A NIÑOS SIN ALOJAMIENTO
PROVICOM S.R.L.;PROVICOM S.R.L.;75120;REGULACIÓN DE ACT.DE ORGANISMOS EDUC,CUL
LOS CACTUS DEL ANDE SRL.;LOS CACTUS DEL ANDE SRL.;51433;VTA X MAYOR ART. DE FERRETERÍA, FONTANER
EMPRESA UNIPERSONAL AGROMETALURGICA RIO;EMPRESA UNIPERSONAL AGROMETALURGICA RIO;29210;FABRICN. DE MAQUINARIA AGROPECUARIA Y FO
TERANPEREYRA ABOGADOS TP;TERANPEREYRA ABOGADOS TP;74990;OTROS SERV EMPRESARIALES NCP
PROYECTOS URBANOS CHERENTA S.R.L.;PROYECTOS URBANOS CHERENTA S.R.L.;0;
ELBIT SYSTEMS EW AND SIGINT ELISRA. LTD;ELBIT SYSTEMS EW AND SIGINT ELISRA. LTD;51507;VTA X MAYOR EQUIPOS COMUNICACIONES,CONTR
DUBAI AGRONEGOCIOS IMPORT EXPORT S.R.L.;DUBAI AGRONEGOCIOS IMPORT EXPORT S.R.L.;1401;ACT. DE SERV AGRÍCOLAS
ART GRAF COLOR S.R.L.;ART GRAF COLOR S.R.L.;22210;ACT. DE IMPRESIÓN
D ZADQUIEL SRL;D ZADQUIEL SRL;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
COMPANIA GENERAL DE CONSTRUCCION ABALDO;COMPANIA GENERAL DE CONSTRUCCION ABALDO;74212;SERV DE INGENIERÍA
EMPRESA CONSTRUCTORA PINTO MONTERO;EMPRESA CONSTRUCTORA PINTO MONTERO DE ALBERTO PINTO MONTERO;45202;CONSTRUCCIÓN Y REPARACIÓN INFRAESTRUCTUR
PERU SERVICES CURIER SRL;PERU SERVICES CURIER SRL;64110;SERV DE CORREO NACIONAL
BANCA POPOLARE DI SONDRIO SOCIETA;BANCA POPOLARE DI SONDRIO SOCIETA;65191;SERV DE LAS ENTIDADES BANCARIAS
EMPRESA DE TRANSPORTES H Y M SRL;EMPRESA DE TRANSPORTES H Y M SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
EMP TRANS NAL INTER SANT TRINI LIQ SRL;EMP TRANS NAL INTER SANT TRINI LIQ SRL;62102;SERVICIO DE TRANSPORTE AEREO REGULAR DE
EXPO INDUS PLURIBOL SRL;EXPO INDUS PLURIBOL SRL;51491;VTA X MAYOR PROD. QUÍMICOS
AGROTREBOL S.R.L.;AGROTREBOL S.R.L.;51491;VTA X MAYOR PROD. QUÍMICOS
XIBI XIBI SRL;XIBI XIBI SRL;1401;ACT. DE SERV AGRÍCOLAS
DEUTSCHE BANK TRUST COMPANY AMERICAS;DEUTSCHE BANK TRUST COMPANY AMERICAS;65191;SERV DE LAS ENTIDADES BANCARIAS
FUNDACION ANTICIPANDO;FUNDACION ANTICIPANDO;22220;ACT. DE SERV RELACIONADAS CON LA IMPRESI
IBEMA EXIMPORT S.R.L.INDUSTRIA BENEFICIA;IBEMA EXIMPORT S.R.L.INDUSTRIA BENEFICIADORA DE MADERA DE EXPORTACION E IMPORTAC;36101;FABRICN. MUEBLES,PARTES MUEBLES,PRINCIPA
DEALER RIVERO S.R.L.;DEALER RIVERO S.R.L.;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
PLAYNESS CENTER SRL;PLAYNESS CENTER SRL;51393;VTA X MAYOR ART. DE ESPARCIMIENTO Y DEPO
F.P INGENIERIA DE JUANITA ORTIZ FLORES;F.P INGENIERIA DE JUANITA ORTIZ FLORES;52190;VTA X MENOR OTROS PROD.ALMACENES NO ESPE
ROHDE Y SCHWARZ DE MEXICO S.DE R.L.DE C;ROHDE Y SCHWARZ DE MEXICO S.DE R.L.DE C.;51507;VTA X MAYOR EQUIPOS COMUNICACIONES,CONTR
CIENCIA FICCION;CIENCIA FICCION;51506;VTA X MAYOR EQUIPOS INFO Y MAQ ELECTRÓNI
FORMAS PLASTICAS S.R.L.;FORMAS PLASTICAS S.R.L.;25201;FABRICN. DE ENVASES PLÁSTICOS
EDITORIAL TUPAC KATARI DE MIRANDA SORAIR;EDITORIAL TUPAC KATARI DE MIRANDA SORAIRE MARIA VERONICA;22110;EDICIÓN DE LIBROS, FOLLETOS, PARTITURAS
FUNDACION GENTE Y CONSERVACION;FUNDACION GENTE Y CONSERVACION;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
BIOELECTRICA DEL NORTE MAP S.A.;BIOELECTRICA DEL NORTE MAP S.A.;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
NEW MADEIRAS BOLIVIA;NEW MADEIRAS BOLIVIA;51432;VTA X MAYOR MADERA SIN DESBASTAR Y PROD.
INGENIERIA Y CONSTRUCCIONES CRIDOVI SRL;INGENIERIA Y CONSTRUCCIONES CRIDOVI SRL;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
CONSTRUCCIONES E INGENIERIA BRANDON SRL;CONSTRUCCIONES E INGENIERIA BRANDON SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PETREX S.A. SUCURSAL BOLIVIA;PETREX S.A. SUCURSAL BOLIVIA;11200;ACT. DE SERV RELACIONADAS PETRÓLEO Y GAS
BIA BOLIVIA INGENIEROS ASOCIADOS S.R.L.;BIA BOLIVIA INGENIEROS ASOCIADOS S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
JUNGIE MINING INDUSTRY S.R.L.;JUNGIE MINING INDUSTRY S.R.L.;14290;EXPLOTACION DE OTRAS MINAS Y CANTERAS NC
OBRAS CIVILES E INDUSTRIALES OCIS SRL;OBRAS CIVILES E INDUSTRIALES OCIS SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CKS LOGISTIC S.R.L;CKS LOGISTIC S.R.L;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
PETROLERA EXPORT IMPORT S.A.;PETROLERA EXPORT IMPORT S.A.;11200;ACT. DE SERV RELACIONADAS PETRÓLEO Y GAS
FE SRL;FE SRL;51229;VTA X MAYOR PROD. ALIMENTICIOS NCP
KYBALION CONSULTORES BOLIVIA SRL;KYBALION CONSULTORES BOLIVIA SRL;72200;SERV CONSULTORES INFORMÁTICA Y SUMINISTR
PRACMA INGENIERIA SRL;PRACMA INGENIERIA SRL;74990;OTROS SERV EMPRESARIALES NCP
MAPRIN S.R.L.;MAPRIN S.R.L.;26990;FABRICN. OTROS PROD.MINERALES NO METÁLIC
SERKA LTDA.;SERKA LTDA.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
INDUSTRIA DE PROD. ORGANICOS IACCAI SRL;INDUSTRIA DE PROD. ORGANICOS IACCAI SRL;1125;CULTIVO DE LEGUMBRES
EMPRESA MINERA COMUNITARIA KAA IYA S.A.;EMPRESA MINERA COMUNITARIA KAA IYA S.A.;11200;ACT. DE SERV RELACIONADAS PETRÓLEO Y GAS
REIFSCHNEIDER S.A.;REIFSCHNEIDER S.A.;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
YIWU INTERNACIONAL IMP EXP LIMITADA;YIWU INTERNACIONAL IMP EXP LIMITADA;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
AGROPECUARIA AGROFOOD S.A.;AGROPECUARIA AGROFOOD S.A.;1112;CULTIVO DE OLEAGINOSAS
TIGERENGINEERING COLOMBIA S.A.S. SUCURSA;TIGERENGINEERING COLOMBIA S.A.S. SUCURSAL BOLIVIA;72100;SERV DE CONSULTORES EN EQUIPO DE INFORMÁ
SERVICIO TECNICO FORESTAL S.R.L.;SERVICIO TECNICO FORESTAL S.R.L.;3009;OTROS SERV FORESTALES
CONST.E INST. ELECTROMECANICAS NOVI LTD;CONST.E INST. ELECTROMECANICAS NOVI LTDA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GOLDEN ROCK IMPORT EXPORT SA;GOLDEN ROCK IMPORT EXPORT SA;51339;VTA X MAYOR ART. PARA EL HOGAR NCP
FIRST CHOICE SOLUTIONS DE RAQUEL ORTIZ;FIRST CHOICE SOLUTIONS DE RAQUEL ORTIZ;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
AGROPECUARIA LOS CEREZOS SRL.;AGROPECUARIA LOS CEREZOS SRL.;1229;CRÍA ANIMALES OBTENCIÓN DE PROD. ORIGEN
IMP EXP SAN LORENZO LTDA;IMP EXP SAN LORENZO LTDA;60211;SERV. TRANSPORTE AUTOMOTOR URBANO PASAJE
CASCAJO S.R.L.;CASCAJO S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ROMMOS S.R.L.;ROMMOS S.R.L.;74110;SERV JURÍDICOS
SOC. BOLIVIANA DE DESARROLLO SOBODE SRL.;SOC. BOLIVIANA DE DESARROLLO SOBODE SRL.;70201;SERV INMOBILIARIOS DE COMPRA, VENTA Y AL
EMPRESA CONSTRUCTORA BRASIL S.R.L.;EMPRESA CONSTRUCTORA BRASIL S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
IMPORTADORA BALMUR S.R.L.;IMPORTADORA BALMUR S.R.L.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
HELICOPTERE SERVICES AMERICA S.R.L.;HELICOPTERE SERVICES AMERICA S.R.L.;62200;TRANSPORTE NO REGULAR POR VIA AEREA
IMPORT Y EXPORT YUNDA LTDA;IMPORT Y EXPORT YUNDA LTDA;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
IMPORTACIONES ASIEL;IMPORTACIONES ASIEL;51339;VTA X MAYOR ART. PARA EL HOGAR NCP
S & A EMPRESA CONSTRUCTORA SRL;S & A EMPRESA CONSTRUCTORA SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GISEROS EMPRESA CONSTRUCTORA S.R.L.;GISEROS EMPRESA CONSTRUCTORA S.R.L.;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
MACAROD SRL;MACAROD SRL;55209;OTROS SERV DE EXPENDIO DE COMIDAS NCP.
LUDAGO S.R.L.;LUDAGO S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
FORMACION INTERNACIONAL MEX S.R.L.;FORMACION INTERNACIONAL MEX S.R.L.;70203;SERV ASESORAMIENTO EN MATERIA INMOBILIAR
INTERNATIONAL GROUP OF BUSINESS SCHOOL S;INTERNATIONAL GROUP OF BUSINESS SCHOOL S;70203;SERV ASESORAMIENTO EN MATERIA INMOBILIAR
SERVICIOS AGRICOLAS L&G LTDA.;SERVICIOS AGRICOLAS L&G LTDA.;1401;ACT. DE SERV AGRÍCOLAS
CONSTRUCTORA CASTRO GONZALES DE EDWAR JH;CONSTRUCTORA CASTRO GONZALES DE EDWAR JHONN CASTRO GONZALES;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA CONSTRUCTORA Y CONSULTORA CORDIL;EMPRESA CONSTRUCTORA Y CONSULTORA CORDILLERA DEL SUR DE BARRON GUZMAN OSVALDO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA CONSTRUCTORA BUFALO S.R.L.;EMPRESA CONSTRUCTORA BUFALO S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSTRUCCIONES Y SERVICIOS SUIGEN S.R.L;CONSTRUCCIONES Y SERVICIOS SUIGEN S.R.L;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GAYA LEMA SRL;GAYA LEMA SRL;52112;VTA X MENOR EN ALMACENES CON SURTIDO COM
HPI LLC;HPI LLC;31100;FABRICN. MOTORES,GENERADORES,TRANSFORMAD
INDUSTRIAS DE ALIMENTOS IDEAS S.R.L.;INDUSTRIAS DE ALIMENTOS IDEAS S.R.L.;15330;ELAB. DE ALIMENTOS PREPARADOS PARA ANIMA
LIZTO S.R.L.;LIZTO S.R.L.;15512;DESTILACIÓN Y MEZCLAS BEBIDAS ESPIRITUOS
LABOGEN S.R.L.;LABOGEN S.R.L.;85191;SERV DE LABORATORIOS CLÍNICOS
JOCAM GROUP;JOCAM GROUP;50401;VENTA MOTOCICLETAS Y SUS PARTES,PIEZAS Y
TRIENG S.R.L.;TRIENG S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP CONSTRUCTORA SIERRAS DE PLATA SRL;EMP CONSTRUCTORA SIERRAS DE PLATA SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA CONSTRUCTORA MEAVI S.R.L;EMPRESA CONSTRUCTORA MEAVI S.R.L;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSTRUCTORA PIRAMIDAL DE MARCELO YUCRA;CONSTRUCTORA PIRAMIDAL DE MARCELO YUCRA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
2M STORE S.R.L.;2M STORE S.R.L.;51506;VTA X MAYOR EQUIPOS INFO Y MAQ ELECTRÓNI
KATSERVICE S.R.L.;KATSERVICE S.R.L.;45500;ALQ. EQUIPO CONSTRUCCIÓN Y DEMOLICIÓN DO
IMPLELAB S.R.L.;IMPLELAB S.R.L.;51505;VTA X MAYOR MAQ, EQ, IMPL MÉDICO PARAMÉD
SEALAB & MED S.R.L.;SEALAB & MED S.R.L.;51343;VTA X MAYOR INSTRUMENTAL MÉDICO Y ODONTO
YARA BOLIVIA FERTILIZANTES S.R.L.;YARA BOLIVIA FERTILIZANTES S.R.L.;51101;VTA X MAYOR INTERMDRS PROD.AGRÍCOLAS Y P
SOL.AGROECOLOGICAS Y MEDIO AMBIENTE SRL;SOL.AGROECOLOGICAS Y MEDIO AMBIENTE SRL;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
CETRANS SRL CEJAS TRANSPORTE SRL;CETRANS SRL CEJAS TRANSPORTE SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
EMP.INGENIERIA CONSTRUCIONES EICOS SRL;EMP.INGENIERIA CONSTRUCIONES EICOS SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
LOGIMAB S.R.L.;LOGIMAB S.R.L.;51432;VTA X MAYOR MADERA SIN DESBASTAR Y PROD.
ABBEY NATIONAL TREASURY SERVICES PLC;ABBEY NATIONAL TREASURY SERVICES PLC;65191;SERV DE LAS ENTIDADES BANCARIAS
DE LA RUE INTERNATIONAL LIMITED;DE LA RUE INTERNATIONAL LIMITED;22210;ACT. DE IMPRESIÓN
ALTAVISTA IMPORT. EXPORT. LTDA;ALTAVISTA IMPORT. EXPORT. LTDA;50300;VENTA PARTES Y ACCESORIOS VEHÍCULOS AUTO
AGENCIA DE VIAJES Y TURISMO WALI SARATA;AGENCIA DE VIAJES Y TURISMO WALI SARATA;63042;SERV COMPLEMENTARIOS DE APOYO TURÍSTICO
LINEA AEREA ECO JET S.A.;LINEA AEREA ECO JET S.A.;62101;SERV. TRANSPORTE AÉREO REGULAR DE PASAJE
TELEFERICOS DOPPELMAYR BOLIVIA S.A.;TELEFERICOS DOPPELMAYR BOLIVIA S.A.;45202;CONSTRUCCIÓN Y REPARACIÓN INFRAESTRUCTUR
SED SCIENCE ENGINNERING & DEVELOPMENT;SED SCIENCE ENGINNERING & DEVELOPMENT;5004;ACT. DE SERV RELACIONADAS CON LA PESCA
CONSTRUCCIONES Y SERVICIOS CONSERVSA;CONSTRUCCIONES Y SERVICIOS CONSERVSA;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
COMPANIA INDUSTRIAL DE ING. VIAL SRL;COMPANIA INDUSTRIAL DE ING. VIAL SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
RED LOGISTICS COURIER SRL;RED LOGISTICS COURIER SRL;64120;SERV DE CORREO DISTINTA A LAS DE CORREO
CONTRUCTORA Y CONSULTORA MEGAVIV SRL.;CONTRUCTORA Y CONSULTORA MEGAVIV SRL.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
INDUSTRIAS JENECHERU DE TERCEROS WALTER;INDUSTRIAS JENECHERU DE TERCEROS WALTER;18101;FABRICN. PRENDAS VESTIR CONFECCIONADAS,
EMPRESA DE SERVICIO DE PAGO MOVIL E FECT;EMPRESA DE SERVICIO DE PAGO MOVIL E FECTIVO S.A.;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
WEG EQUIPAMENTOS ELETRICOS S.A.;WEG EQUIPAMENTOS ELETRICOS S.A.;31900;FABRICN. OTROS TIPOS EQUIPO ELÉCTRICO NC
C.O.C. MORANTE S.R.L.;C.O.C. MORANTE S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSULTORIA CONSTRUCCION VI BLACO;CONSULTORIA CONSTRUCCION VI BLACO;74211;SERV DE ARQUITECTURA
FOTON S.R.L.;FOTON S.R.L.;74211;SERV DE ARQUITECTURA
BUSINESS DEVELOPMENT BOLIVIA S.R.L.;BUSINESS DEVELOPMENT BOLIVIA S.R.L.;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
EMP TRANS NAL INT TRUCKS SERV STREET SRL;EMP TRANS NAL INT TRUCKS SERV STREET SRL;62102;SERVICIO DE TRANSPORTE AEREO REGULAR DE
BRAID BOLIVIA EMPRESA UNIPERSONAL;BRAID BOLIVIA EMPRESA UNIPERSONAL DE EVELIN CASTEDO BOLAND DE QUIROGA;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
MASTER HOUSE S.R.L.;MASTER HOUSE S.R.L.;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
INGE GAS EMP.CONST.CONS.Y GAS NATURAL SR;INGE GAS S.R.L. EMPRESA CONSTRUCTORA CONSULTORA Y GAS   NATURAL S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GITEC CONSULT GMBH;GITEC CONSULT GMBH;74212;SERV DE INGENIERÍA
NOSTER TEC SERVICIOS TECNOLOGICOS SRL;NOSTER TEC SERVICIOS TECNOLOGICOS SRL;74212;SERV DE INGENIERÍA
INDUSTRIA METALURGICA JAW DE JOHAN WIEBE;INDUSTRIA METALURGICA JAW DE JOHAN WIEBE;29210;FABRICN. DE MAQUINARIA AGROPECUARIA Y FO
IEOUAN SRL.;IEOUAN SRL.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ASOCIACION ACCIDENTAL K&C ASOCIADOS;ASOCIACION ACCIDENTAL K&C ASOCIADOS;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
AGROMILENIO SRL;AGROMILENIO SRL;51491;VTA X MAYOR PROD. QUÍMICOS
ESTACION DE SERVICIO FAZ GAS;ESTACION DE SERVICIO FAZ GAS DE FRIAS MERCADO REMBERTO;52397;VTA X MENOR COMBUSTIBLES SÓLIDOS Y LÍQUI
JS CONSTRUCCIONES DE EDUARDO JARAMILLO;JS CONSTRUCCIONES DE EDUARDO JARAMILLO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
IMPORTADORA Y EXPORTADORA SEBATEX LTDA;IMPORTADORA Y EXPORTADORA SEBATEX LTDA;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
EMPRESA CONSTRUCTORA DA VINCI SRL;EMPRESA CONSTRUCTORA DA VINCI SRL;52311;VTA X MENOR PROD. FARMACÉUTICOS Y MEDICI
TOTAL FLOW CONTROL SERVICES S.R.L.;TOTAL FLOW CONTROL SERVICES S.R.L.;15312;PREPARACION DE ARROZ
FUNDACION BOLIVIA SUMA QAMANA;FUNDACION BOLIVIA SUMA QAMANA;80901;EDUCACION DE ADULTOS
SOC.DE RESPON. LIMITADA INTR SERVICE SRL;SOC.DE RESPON. LIMITADA INTR SERVICE SRL;11100;EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATUR
COMERCIO Y CONSTRUCCIONES HJVA LTDA;COMERCIO Y CONSTRUCCIONES HJVA LTDA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
QURI WASI S.R.L.;QURI WASI S.R.L.;14212;EXTRACCIÓN MINERALES P/FABRICN.PROD.QUÍM
FUNDACION IVI IYAMBAE;FUNDACION IVI IYAMBAE;75110;ADMI. PÚBLICA
FUNDACION KANTUTANI;FUNDACION KANTUTANI;85325;SERV ASISTENCIA SOCIAL EN CENTROS REHABI
TRAZAS INGENIERIA S.L.;TRAZAS INGENIERIA S.L.;74212;SERV DE INGENIERÍA
CHOQUETICLLA;CHOQUETICLLA;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
EMPRESA TRANSPORTE SAN BARTOLOME  S.R.L.;EMPRESA TRANSPORTE SAN BARTOLOME  S.R.L.;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
VIRTUAL CONSTRUCCIONES Y SERVICIOS SRL;VIRTUAL CONSTRUCCIONES Y SERVICIOS SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSTRUCTORA CAREAGA S S.R.L;CONSTRUCTORA CAREAGA S S.R.L;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
FABRICA DE HORMIGON KONCRETO S.A.;FABRICA DE HORMIGON KONCRETO S.A.;26950;FABRICN. DE ART. DE HORMIGÓN, CEMENTO Y
FABRICA DE HORMIGON KONCRETO S.A.;FABRICA DE HORMIGON KONCRETO S.A.;26950;FABRICN. DE ART. DE HORMIGÓN, CEMENTO Y
VERMAN S.R.L;VERMAN S.R.L;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP.CONSTRUCCIONES Y SERVICIOS CALEF SRL;EMP.CONSTRUCCIONES Y SERVICIOS CALEF SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
FABRICA DE HORMIGON KONCRETO S.A.;FABRICA DE HORMIGON KONCRETO S.A.;26950;FABRICN. DE ART. DE HORMIGÓN, CEMENTO Y
COMERCIAL H Y M IMPORT EXPORT;COMERCIAL H Y M IMPORT EXPORT;51227;VTA X MAYOR BEBIDAS, CIGARRILLOS Y  TABA
CONARBA PROP.RAMBERT ARANDIA BALDERRAMA;CONARBA PROP.RAMBERT ARANDIA BALDERRAMA;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
IMPORT Y EXPORT KANAZAWA CORPORACION LTD;IMPORT Y EXPORT KANAZAWA CORPORACION LTD;50300;VENTA PARTES Y ACCESORIOS VEHÍCULOS AUTO
EMPRESA CONSTRUCTORA COBUHO SRL.;EMPRESA CONSTRUCTORA COBUHO SRL.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
